ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
3862,A,manga,oeste,diciembre,2010,hypogastruridae,"1,588,603,281","4,904,495","1,841,594",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3863,A,manga,oeste,diciembre,2010,hypogastruridae,"2,141,829,169","5,514,222","1,627,737",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3864,A,manga,oeste,diciembre,2010,hypogastruridae,"2,139,328,133","5,511,696","1,466,146",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3865,A,manga,oeste,diciembre,2010,hypogastruridae,"3,386,236,005","6,599,286","2,496,757",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3866,A,manga,oeste,diciembre,2010,hypogastruridae,"955,254,754","4,017,615","1,096,557",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3867,A,manga,oeste,diciembre,2010,hypogastruridae,"2,240,777,941","5,612,754","2,111,255",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3868,A,manga,oeste,diciembre,2010,hypogastruridae,"1,533,607,963","4,837,198","1,928,035",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3869,A,manga,oeste,diciembre,2010,hypogastruridae,"1,293,820,082","452,519","1,634,124",V,collembolla,poduromorpha,hemiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3870,A,manga,oeste,diciembre,2010,isotomidae,"902,529,314","5,352,827","1,142,894",V,collembolla,entomobryomorpha,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3871,A,manga,oeste,diciembre,2010,isotomidae,"3,922,809,871","9,080,892","1,436,156",V,collembolla,entomobryomorpha,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3872,A,manga,oeste,diciembre,2010,isotomidae,"1,611,365,813","6,593,782","1,040,881",V,collembolla,entomobryomorpha,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3873,A,manga,oeste,diciembre,2010,acaroidea,"2,247,895,645","3,694,294","1,914,063",V,acari,astigmata,epiedaphic,omnivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3874,A,manga,oeste,diciembre,2010,oripodoidea,"4,854,573,272","4,200,483","2,657,866",V,acari,oribatida,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3875,A,manga,oeste,diciembre,2010,oripodoidea,"5,418,737,859","4,488,855","2,662,382",V,acari,oribatida,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3876,A,manga,oeste,diciembre,2010,oripodoidea,"5,494,323","211,908","1,237,362",V,acari,oribatida,hemiedaphic,detritivore,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3877,A,manga,oeste,diciembre,2010,veigaioidea,"1,616,082,803","6,774,314","4,164,995",V,acari,mesostigmata,epiedaphic,predator,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3878,A,manga,oeste,diciembre,2010,veigaioidea,"2,218,417,782","7,270,682","5,093,202",V,acari,mesostigmata,epiedaphic,predator,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3879,A,manga,oeste,diciembre,2010,veigaioidea,"1,590,018,372","6,660,486","4,261,072",V,acari,mesostigmata,epiedaphic,predator,"1,375,646,667","41,875","2,384","5,32","995,119,838","140,071,385","5,6","1,175","0,7","2,1","3,052",126,228,"4,5",19
3880,A,manga,oeste,junio,2010,hypogastruridae,"269,126,607","2,444,659","854,545",I,collembolla,poduromorpha,hemiedaphic,omnivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3881,A,manga,oeste,junio,2010,hypogastruridae,"665,148,999","348,595","1,248,115",I,collembolla,poduromorpha,hemiedaphic,omnivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3882,A,manga,oeste,junio,2010,isotomidae,"260,357,899","3,422,772","533,732",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3883,A,manga,oeste,junio,2010,isotomidae,"32,239,644","3,696,292","1,232,019",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3884,A,manga,oeste,junio,2010,isotomidae,"373,840,085","389,847","747,656",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3885,A,manga,oeste,junio,2010,isotomidae,"228,431,363","3,265,434","837,832",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3886,A,manga,oeste,junio,2010,isotomidae,"905,871,565","5,359,949","1,155,011",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3887,A,manga,oeste,junio,2010,isotomidae,"923,624,291","5,397,499","1,368,042",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3888,A,manga,oeste,junio,2010,isotomidae,"1,207,535,378","5,943,807","2,356,326",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3889,A,manga,oeste,junio,2010,isotomidae,"345,634,435",379,"1,010,028",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3890,A,manga,oeste,junio,2010,isotomidae,"3,059,066,059","8,303,794","2,432,866",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3891,A,manga,oeste,junio,2010,isotomidae,"394,669,132","397,525","920,372",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3892,A,manga,oeste,junio,2010,isotomidae,"318,350,606","3,679,539","982,513",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3893,A,manga,oeste,junio,2010,isotomidae,"266,146,425","3,449,953","736,794",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3894,A,manga,oeste,junio,2010,isotomidae,"252,131,392","3,383,469","927,353",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3895,A,manga,oeste,junio,2010,onychiuridae,"1,693,579,711","7,146,792","1,831,612",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3896,A,manga,oeste,junio,2010,onychiuridae,"9,905,551","5,880,448","1,179,051",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3897,A,manga,oeste,junio,2010,onychiuridae,"1,050,869,138","6,008,208","1,766,281",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3898,A,manga,oeste,junio,2010,onychiuridae,"550,247,252","474,861","1,517,194",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3899,A,manga,oeste,junio,2010,onychiuridae,"688,007,618","5,150,532","1,245,609",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3900,A,manga,oeste,junio,2010,onychiuridae,"525,714,307","4,670,502","1,086,123",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3901,A,manga,oeste,junio,2010,onychiuridae,"551,781,992","4,753,422","1,215,676",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3902,A,manga,oeste,junio,2010,onychiuridae,"544,263,617","4,729,767","984,462",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3903,A,manga,oeste,junio,2010,onychiuridae,"704,392,539","5,194,802","1,026,976",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3904,A,manga,oeste,junio,2010,onychiuridae,"894,304,206","566,588","1,340,404",I,collembolla,poduromorpha,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3905,A,manga,oeste,junio,2010,oppioidea,"717,045,579","2,333,763","1,338,432",I,acari,oribatida,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3906,A,manga,oeste,junio,2010,pauropoda,"5,005,508,104","23,664,398","3,359,681",I,macrofauna,pauropoda,euedaphic,microphytophages,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3907,A,manga,oeste,junio,2010,tydeoidea,"851,226,254","3,323,666","2,160,693",I,acari,trombidiformes,hemiedaphic,omnivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3908,A,manga,oeste,junio,2010,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3909,A,manga,oeste,junio,2010,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3910,A,manga,oeste,junio,2010,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"10,668","5,491,803,279","3,112","6,14","1,183,693,736","35,292,222","4,55",945,"0,63","1,95","4,156","9,365,642","0,07","3,5",7
3911,A,manga,oeste,marzo,2010,eupodoidea,"2,249,018,393","4,594,801","2,853,409",O,acari,trombidiformes,hemiedaphic,predator,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3912,A,manga,oeste,marzo,2010,eupodoidea,"251,679,327","2,214,207","1,185,418",O,acari,trombidiformes,hemiedaphic,predator,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3913,A,manga,oeste,marzo,2010,isotomidae,"1,104,779,288","13,179,025","2,886,627",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3914,A,manga,oeste,marzo,2010,isotomidae,"1,378,883,626","6,234,392","1,220,985",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3915,A,manga,oeste,marzo,2010,isotomidae,"891,873,432","5,330,007","1,300,429",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3916,A,manga,oeste,marzo,2010,isotomidae,"1,286,066,036","6,080,057","1,018,334",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3917,A,manga,oeste,marzo,2010,onychiuridae,"1,353,428,489","6,587,244","1,282,301",O,collembolla,poduromorpha,euedaphic,microphytophages,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3918,A,manga,oeste,marzo,2010,eupodoidea,"156,219,888","1,888,779","739,904",O,acari,trombidiformes,hemiedaphic,predator,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3919,A,manga,oeste,marzo,2010,tydeoidea,"314,477,624","2,384,875","1,443,609",O,acari,trombidiformes,hemiedaphic,omnivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3920,A,manga,oeste,marzo,2010,tydeoidea,"264,217,174","2,250,381","144,528",O,acari,trombidiformes,hemiedaphic,omnivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3921,A,manga,oeste,marzo,2010,tydeoidea,"27,977,212","2,293,703","1,507,094",O,acari,trombidiformes,hemiedaphic,omnivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3922,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3923,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3924,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3925,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3926,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3927,A,manga,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3928,A,manga,oeste,marzo,2010,lom_juv,727000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3929,A,manga,oeste,marzo,2010,lom_juv,727000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3930,A,manga,oeste,marzo,2010,lom_juv,727000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"297,325","4,872,727,273","0,66","6,18","1,176,629,202","214,800,738","4,775",485,"0,7","1,2",354,"0,31","0,04","3,5","3,5"
3931,A,manga,oeste,septiembre,2010,hypogastruridae,"8,825,220,126","9,608,099","4,019,056",P,collembolla,poduromorpha,hemiedaphic,omnivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3932,A,manga,oeste,septiembre,2010,hypogastruridae,"7,550,511,479","9,037,934","3,374,913",P,collembolla,poduromorpha,hemiedaphic,omnivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3933,A,manga,oeste,septiembre,2010,hypogastruridae,"1,272,857,067","11,092,045","4,272,983",P,collembolla,poduromorpha,hemiedaphic,omnivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3934,A,manga,oeste,septiembre,2010,hypogastruridae,"6,303,259,217","8,420,147","3,379,256",P,collembolla,poduromorpha,hemiedaphic,omnivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3935,A,manga,oeste,septiembre,2010,isotomidae,"3,918,558,894","9,077,351","2,709,721",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3936,A,manga,oeste,septiembre,2010,isotomidae,"5,538,383,451","10,280,359","2,248,002",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3937,A,manga,oeste,septiembre,2010,isotomidae,"391,651,909","9,075,651","2,201,382",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3938,A,manga,oeste,septiembre,2010,isotomidae,"5,161,031,012","10,022,691","2,314,736",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3939,A,manga,oeste,septiembre,2010,isotomidae,"205,747,565","7,199,704","1,840,378",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3940,A,manga,oeste,septiembre,2010,isotomidae,"6,186,986,297","10,698,159","1,238,443",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3941,A,manga,oeste,septiembre,2010,isotomidae,"2,980,308,988","822,625","2,097,536",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3942,A,manga,oeste,septiembre,2010,isotomidae,"3,343,212,883","8,573,389","1,573,947",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3943,A,manga,oeste,septiembre,2010,isotomidae,"1,900,529,029","6,997,113","1,249,058",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3944,A,manga,oeste,septiembre,2010,isotomidae,"996,304,343","5,546,588","1,387,281",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3945,A,manga,oeste,septiembre,2010,isotomidae,"7,050,829,815","11,213,126","2,298,424",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3946,A,manga,oeste,septiembre,2010,isotomidae,"4,435,872,542","9,491,407","2,698,018",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3947,A,manga,oeste,septiembre,2010,isotomidae,"2,023,840,818","7,157,143","2,350,944",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3948,A,manga,oeste,septiembre,2010,isotomidae,"475,287,808","9,730,024","1,467,366",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3949,A,manga,oeste,septiembre,2010,isotomidae,"3,456,061,705","8,676,382","2,018,727",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3950,A,manga,oeste,septiembre,2010,isotomidae,"3,345,832,647","8,575,805","2,503,224",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3951,A,manga,oeste,septiembre,2010,isotomidae,"4,800,969,057","9,765,324","2,168,495",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3952,A,manga,oeste,septiembre,2010,isotomidae,"1,974,448,616","7,093,814","2,334,611",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3953,A,manga,oeste,septiembre,2010,isotomidae,"1,124,157,079","5,792,785","1,472,101",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3954,A,manga,oeste,septiembre,2010,isotomidae,"3,249,354,684","8,486,019","2,227,886",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3955,A,manga,oeste,septiembre,2010,isotomidae,"2,974,804,016","8,220,781","1,940,452",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3956,A,manga,oeste,septiembre,2010,isotomidae,"1,230,427,013","1,369,969","2,698,251",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3957,A,manga,oeste,septiembre,2010,isotomidae,"3,155,405,839","8,396,931","1,731,932",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3958,A,manga,oeste,septiembre,2010,isotomidae,"5,412,018,223","10,195,361","1,761,347",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3959,A,manga,oeste,septiembre,2010,isotomidae,"3,401,409,259","8,626,776","2,214,172",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3960,A,manga,oeste,septiembre,2010,isotomidae,"4,024,207,005","9,164,636","2,263,749",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3961,A,manga,oeste,septiembre,2010,isotomidae,"1,059,301,603","12,981,247","2,614,388",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
